Descrição da falha,Tipo de atividade,CÓDIGO DA OS,Ativo ,Equipe responsável,Executor (tecnico),Início,Fim,Hora início,Hora fim,Duração,Custo real dos técnicos (custo m.o.),Custo total real
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0588,444-020-001 - SISTEMA DE ABRE E FECHA,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,5/18/2025,5/18/2025,07:00:00,10:00:00,03:00:00,"54,54","54,54"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0600,446-014 - BASE ENROLADOR 02,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/18/2025,5/18/2025,11:15:00,11:35:00,00:20:00,"7,57","7,57"
Travamento inesperado,Manutenção corretiva,CORRETIVA-05-25-0599,488-001 - BASE DESENROLADOR 01,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/18/2025,5/18/2025,10:10:00,10:35:00,00:25:00,"9,47","9,47"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0573,580-004 - ESTICADEIRA 3,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,5/18/2025,5/18/2025,04:45:00,06:30:00,01:45:00,"31,82","31,82"
Problema no painel elétrico,Manutenção corretiva,CORRETIVA-05-25-0658,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,93664 - OPERADOR 37,5/19/2025,5/20/2025,22:30:00,07:00:00,08:30:00,0,0
Desgaste dos mancais,Manutenção corretiva,CORRETIVA-05-25-0667,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,5/19/2025,5/19/2025,15:00:00,19:00:00,04:00:00,"54,54","54,54"
Travamento hidráulico,Manutenção corretiva,CORRETIVA-05-25-0628,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65010 - OPERADOR 17,5/19/2025,5/26/2025,07:10:00,17:00:00,9:50:00 AM,"1051,41","1051,41"
Desalinhamento dos rolos,Manutenção corretiva,CORRETIVA-05-25-0635,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/19/2025,5/19/2025,08:50:00,09:30:00,00:40:00,"15,15","15,15"
Desalinhamento dos rolos,Manutenção corretiva,CORRETIVA-05-25-0658,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,93664 - OPERADOR 37,5/19/2025,5/20/2025,22:30:00,07:00:00,08:30:00,0,0
Falha no motor principal,Manutenção corretiva,CORRETIVA-05-25-0669,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,5/19/2025,5/19/2025,18:00:00,21:00:00,03:00:00,"54,54","54,54"
Problema no painel elétrico,Manutenção corretiva,CORRETIVA-05-25-0671,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,5/19/2025,5/19/2025,22:00:00,23:00:00,01:00:00,"18,18","18,18"
Desgaste dos mancais,Manutenção corretiva,CORRETIVA-05-25-0667,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,5/19/2025,5/19/2025,15:00:00,19:00:00,04:00:00,"54,54","54,54"
Vazamento de óleo,Manutenção corretiva,CORRETIVA-05-25-0629,#211 - INJETORA A SECO AA #211,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/19/2025,5/19/2025,07:45:00,08:20:00,00:35:00,"13,25","13,25"
Problema no motor da lâmina,Manutenção corretiva,CORRETIVA-05-25-0641,#307 - CORTADEIRA TUBULAR TERMOMECANICA #307,EQ-ATV-002 - EQUIPE CORRETIVA,93454 - OPERADOR 35,5/19/2025,5/19/2025,08:00:00,09:00:00,01:00:00,0,0
Falha no motor de tração,Manutenção corretiva,CORRETIVA-05-25-0636,#329 - ESTEIRA CABALLE DT-1250 #329,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/19/2025,5/19/2025,09:30:00,10:00:00,00:30:00,"11,36","11,36"
Travamento da mesa,Manutenção corretiva,CORRETIVA-05-25-0645,#363 - DOBRADEIRA SPAROLLETI - 3,EQ-ATV-002 - EQUIPE CORRETIVA,93454 - OPERADOR 35,5/19/2025,5/19/2025,10:30:00,11:30:00,01:00:00,0,0
Desgaste excessivo da lâmina,Manutenção corretiva,CORRETIVA-05-25-0828,#386 - CORTADEIRA DOBRADEIRA SPAMA MRC-560 #386,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,5/19/2025,5/19/2025,03:00:00,04:00:00,01:00:00,"36,36","36,36"
Superaquecimento,Manutenção corretiva,CORRETIVA-05-25-0686,#446 - PRENSA ROSENDAHL NEXTROM Ø120/24D #446,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,5/19/2025,5/19/2025,02:00:00,03:00:00,01:00:00,"36,36","36,36"
Falha elétrica,Manutenção corretiva,CORRETIVA-05-25-0648,#451 - PRENSA - 150 EH 2400.1.150-25D,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/19/2025,5/19/2025,10:45:00,11:10:00,00:25:00,"9,47","9,47"
Travamento inesperado,Manutenção corretiva,CORRETIVA-05-25-0794,#595 - FRESADORA #595,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,5/19/2025,5/19/2025,19:05:00,20:00:00,00:55:00,"16,67","16,67"
Travamento inesperado,Manutenção corretiva,CORRETIVA-05-25-0646,#657 - FRACIONADORA #657,EQ-ATV-002 - EQUIPE CORRETIVA,93454 - OPERADOR 35,5/19/2025,5/19/2025,11:40:00,12:30:00,00:50:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0644,#657 - FRACIONADORA #657,EQ-ATV-002 - EQUIPE CORRETIVA,93454 - OPERADOR 35,5/19/2025,5/19/2025,09:40:00,10:20:00,00:40:00,0,0
Problema no painel de controle,Manutenção corretiva,CORRETIVA-05-25-0643,#889 - GRANULADORA BOW TWISTER #889,EQ-ATV-002 - EQUIPE CORRETIVA,93454 - OPERADOR 35,5/19/2025,5/19/2025,09:00:00,09:30:00,00:30:00,0,0
Problema no painel elétrico,Manutenção corretiva,CORRETIVA-05-25-0652,190-002 - FORNO ROTATIVO #03,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/19/2025,5/19/2025,11:30:00,12:10:00,00:40:00,"15,15","15,15"
Falha no motor principal,Manutenção corretiva,CORRETIVA-05-25-0635,190-005 - CALANDRA,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/19/2025,5/19/2025,08:50:00,09:30:00,00:40:00,"15,15","15,15"
Falha elétrica,Manutenção corretiva,CORRETIVA-05-25-0656,190-008-001 - GAIOLA 01,EQ-ATV-002 - EQUIPE CORRETIVA,93664 - OPERADOR 37,5/19/2025,5/19/2025,01:00:00,02:00:00,01:00:00,0,0
Superaquecimento,Manutenção corretiva,CORRETIVA-05-25-0655,190-008-008 - GAIOLA 08,EQ-ATV-002 - EQUIPE CORRETIVA,93664 - OPERADOR 37,5/19/2025,5/19/2025,00:01:00,01:00:00,00:59:00,0,0
Travamento inesperado,Manutenção corretiva,CORRETIVA-05-25-0657,190-010-003 - PIT ROOL,EQ-ATV-002 - EQUIPE CORRETIVA,93664 - OPERADOR 37,5/19/2025,5/19/2025,02:00:00,07:00:00,05:00:00,0,0
Falha elétrica,Manutenção corretiva,CORRETIVA-05-25-0631,208-007 - BOBINADOR 1,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,5/19/2025,5/19/2025,08:30:00,10:00:00,01:30:00,"27,27","27,27"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0637,208-008 - BOBINADOR 2,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/19/2025,5/19/2025,10:00:00,10:45:00,00:45:00,"17,04","17,04"
Travamento inesperado,Manutenção corretiva,CORRETIVA-05-25-0647,211-002 - INJEÇÃO,EQ-ATV-002 - EQUIPE CORRETIVA,003 - OPERADOR 49,5/19/2025,5/19/2025,08:00:00,17:00:00,09:00:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0661,211-002 - INJEÇÃO,EQ-ATV-002 - EQUIPE CORRETIVA,64967 - OPERADOR 13,5/19/2025,5/19/2025,08:00:00,16:00:00,08:00:00,"145,44","145,44"
Falha elétrica,Manutenção corretiva,CORRETIVA-05-25-0793,211-010 - UNIDADE HIDRÁULICA,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,5/19/2025,5/19/2025,18:10:00,18:55:00,00:45:00,"13,64","13,64"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0791,217-004 - RECOZEDOR,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,5/19/2025,5/19/2025,16:10:00,17:30:00,01:20:00,"24,24","24,24"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-05-25-0651,219-008 - BOBINADOR 2,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/19/2025,5/19/2025,13:35:00,14:30:00,00:55:00,"20,83","20,83"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0789,305-004 - 3ª GAIOLA,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,5/19/2025,5/19/2025,15:30:00,16:10:00,00:40:00,"12,12","12,12"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0650,312-013 - PLAINA #312,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/19/2025,5/19/2025,12:10:00,12:35:00,00:25:00,"9,47","9,47"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-05-25-0666,327-004 - 3ª GAIOLA,EQ-ATV-002 - EQUIPE CORRETIVA,93170 - OPERADOR 32,5/19/2025,5/19/2025,18:00:00,18:45:00,00:45:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0634,328-009 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/19/2025,5/19/2025,08:20:00,08:50:00,00:30:00,"11,36","11,36"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-05-25-0630,332-001 - BASE DESENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,5/19/2025,5/19/2025,07:30:00,08:30:00,01:00:00,"18,18","18,18"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-05-25-0685,332-013 - BASE ENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,5/19/2025,5/19/2025,00:01:00,01:00:00,00:59:00,"35,76","35,76"
Falha elétrica,Manutenção corretiva,CORRETIVA-05-25-0829,334-007 - BERÇO 06,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,5/19/2025,5/19/2025,04:00:00,05:00:00,01:00:00,"36,36","36,36"
Superaquecimento,Manutenção corretiva,CORRETIVA-05-25-0649,339-005-008 - PLATAFORMA ELEVATÓRIA,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/19/2025,5/19/2025,11:10:00,11:30:00,00:20:00,"7,57","7,57"
Travamento inesperado,Manutenção corretiva,CORRETIVA-05-25-0640,386-003 - 2ª GAIOLA,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,5/19/2025,5/19/2025,11:00:00,11:30:00,00:30:00,"9,09","9,09"
Superaquecimento,Manutenção corretiva,CORRETIVA-05-25-0665,386-009 - BASE ENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,93170 - OPERADOR 32,5/19/2025,5/19/2025,22:00:00,23:00:00,01:00:00,"18,18","18,18"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-05-25-0627,443-001 - BASE DESENROLADOR 01,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,5/19/2025,5/19/2025,07:00:00,07:30:00,00:30:00,"9,09","9,09"
Travamento inesperado,Manutenção corretiva,CORRETIVA-05-25-0687,444-021 - BASE ENROLADOR 02,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,5/19/2025,5/19/2025,01:00:00,02:00:00,01:00:00,"36,36","36,36"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0663,547-012 - GAIOLA,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,5/19/2025,5/19/2025,13:00:00,14:30:00,01:30:00,"27,27","27,27"
Superaquecimento,Manutenção corretiva,CORRETIVA-05-25-0642,580-010 - BASE DESENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,5/19/2025,5/19/2025,11:30:00,12:00:00,00:30:00,"9,09","9,09"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-05-25-0830,581-001 - BASE DESENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,5/19/2025,5/20/2025,23:00:00,01:00:00,02:00:00,"71,51","71,51"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0737,595-001 - BASE DESENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,64941 - OPERADOR 7,5/19/2025,5/20/2025,08:02:00,17:00:00,8:58:00 AM,"654,48","654,48"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0639,660-001 - BASE DESENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,5/19/2025,5/19/2025,10:30:00,11:00:00,00:30:00,"9,09","9,09"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-05-25-0638,889-004 - BERÇO 03,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,5/19/2025,5/19/2025,10:00:00,10:30:00,00:30:00,"9,09","9,09"
Falha no motor principal,Manutenção corretiva,CORRETIVA-05-25-0730,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,5/20/2025,5/20/2025,18:00:00,23:00:00,05:00:00,,0
Problema no painel elétrico,Manutenção corretiva,CORRETIVA-05-25-0672,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,93664 - OPERADOR 37,5/20/2025,5/21/2025,22:30:00,07:00:00,08:30:00,0,0
Desgaste dos mancais,Manutenção corretiva,CORRETIVA-05-25-0800,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,5/20/2025,5/20/2025,21:00:00,23:00:00,02:00:00,"36,36","36,36"
Travamento hidráulico,Manutenção corretiva,CORRETIVA-05-25-0668,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,5/20/2025,5/20/2025,15:00:00,18:00:00,03:00:00,"54,54","54,54"
Travamento hidráulico,Manutenção corretiva,CORRETIVA-05-25-0672,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,93664 - OPERADOR 37,5/20/2025,5/21/2025,22:30:00,07:00:00,08:30:00,0,0
Desalinhamento dos rolos,Manutenção corretiva,CORRETIVA-05-25-0668,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,5/20/2025,5/20/2025,15:00:00,18:00:00,03:00:00,"54,54","54,54"
Vazamento de óleo,Manutenção corretiva,CORRETIVA-05-25-0698,#202 - INJETORA A SECO AA #202,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,10:00:00,10:20:00,00:20:00,"7,57","7,57"
Falha no sistema hidráulico,Manutenção corretiva,CORRETIVA-05-25-0709,#222 - INJETORA PRIMÁRIA A SECO ITO-SIN LHD-450/13 #222,EQ-ATV-002 - EQUIPE CORRETIVA,65220 - OPERADOR 24,5/20/2025,5/20/2025,13:00:00,23:00:00,10:00:00,"227,2","227,2"
Sensor de temperatura defeituoso,Manutenção corretiva,CORRETIVA-05-25-0872,#222 - INJETORA PRIMÁRIA A SECO ITO-SIN LHD-450/13 #222,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,5/20/2025,5/20/2025,05:00:00,05:30:00,00:30:00,"18,18","18,18"
Travamento do molde,Manutenção corretiva,CORRETIVA-05-25-0697,#222 - INJETORA PRIMÁRIA A SECO ITO-SIN LHD-450/13 #222,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,08:00:00,10:00:00,02:00:00,"45,44","45,44"
Desgaste excessivo da lâmina,Manutenção corretiva,CORRETIVA-05-25-0875,#335 - CORTADEIRA DOBRADEIRA SPAMA MRC-560 #335,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,5/20/2025,5/21/2025,23:00:00,04:00:00,05:00:00,"180,6","180,6"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-05-25-0704,#443 - PRENSA DST #443,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,13:10:00,13:35:00,00:25:00,"9,47","9,47"
Superaquecimento,Manutenção corretiva,CORRETIVA-05-25-0693,#451 - PRENSA - 150 EH 2400.1.150-25D,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,5/20/2025,5/20/2025,13:30:00,14:30:00,01:00:00,"18,18","18,18"
Falha elétrica,Manutenção corretiva,CORRETIVA-05-25-0696,#488 - POLITRIZ CV LINE ROYLE #488,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,07:40:00,08:00:00,00:20:00,"7,57","7,57"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0662,#595 - FRESADORA #595,EQ-ATV-002 - EQUIPE CORRETIVA,66059 - OPERADOR 29,5/20/2025,5/22/2025,08:00:00,17:00:00,9:00:00 AM,0,0
Vazamento de gás,Manutenção corretiva,CORRETIVA-05-25-0664,190-002 - FORNO ROTATIVO #03,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,15:00:00,16:40:00,01:40:00,"37,87","37,87"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-05-25-0703,190-029 - TORRE FUSORA PYROLINE FADB-3 -10000,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,11:40:00,12:10:00,00:30:00,"11,36","11,36"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0664,190-029-003 - SISTEMA DE BASCULAMENTO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,15:00:00,16:40:00,01:40:00,"37,87","37,87"
Superaquecimento,Manutenção corretiva,CORRETIVA-05-25-0702,217-014 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,11:25:00,11:40:00,00:15:00,"5,68","5,68"
Falha elétrica,Manutenção corretiva,CORRETIVA-05-25-0869,295-008 - BOBINADOR 2,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,5/20/2025,5/20/2025,02:00:00,03:00:00,01:00:00,"36,36","36,36"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0688,296-005-002 - BOBINADOR A,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,5/20/2025,5/20/2025,07:00:00,09:00:00,02:00:00,"36,36","36,36"
Falha elétrica,Manutenção corretiva,CORRETIVA-05-25-0659,296-005-003 - BOBINADOR B,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,07:00:00,07:40:00,00:40:00,"15,15","15,15"
Superaquecimento,Manutenção corretiva,CORRETIVA-05-25-0874,296-005-003 - BOBINADOR B,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,5/20/2025,5/20/2025,05:30:00,06:30:00,01:00:00,"36,36","36,36"
Superaquecimento,Manutenção corretiva,CORRETIVA-05-25-0660,298-007 - BOBINADOR 1,EQ-ATV-002 - EQUIPE CORRETIVA,003 - OPERADOR 49,5/20/2025,8/28/2025,09:03:00,08:23:00,11:20:00 PM,,0
Desgaste prematuro,Manutenção corretiva,CORRETIVA-05-25-0870,304-003 - 2ª GAIOLA,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,5/20/2025,5/20/2025,03:00:00,04:00:00,01:00:00,"36,36","36,36"
Travamento inesperado,Manutenção corretiva,CORRETIVA-05-25-0701,"305-010 - MOTOR CC PRINCIPAL GAIOLAS 1, 2 E 3",EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,11:05:00,11:25:00,00:20:00,"7,57","7,57"
Falha elétrica,Manutenção corretiva,CORRETIVA-05-25-0690,312-013 - PLAINA #312,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,5/20/2025,5/20/2025,10:00:00,10:30:00,00:30:00,"9,09","9,09"
Travamento inesperado,Manutenção corretiva,CORRETIVA-05-25-0868,332-013 - BASE ENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,64945 - OPERADOR 9,5/20/2025,5/20/2025,01:00:00,02:00:00,01:00:00,"36,36","36,36"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0689,332-013 - BASE ENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,5/20/2025,5/20/2025,09:00:00,10:00:00,01:00:00,"18,18","18,18"
Falha elétrica,Manutenção corretiva,CORRETIVA-05-25-0699,332-013 - BASE ENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,10:20:00,10:40:00,00:20:00,"7,57","7,57"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-05-25-0691,443-009 - PRENSA 1,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,5/20/2025,5/20/2025,10:30:00,11:00:00,00:30:00,"9,09","9,09"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-05-25-0705,444-008 - TERMORREGULADORA,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,13:35:00,14:00:00,00:25:00,"9,47","9,47"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0707,475-011 - PRENSA 150MM,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,14:20:00,14:55:00,00:35:00,"13,25","13,25"
Travamento inesperado,Manutenção corretiva,CORRETIVA-05-25-0705,475-015 - TERMORREGULADORA,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,13:35:00,14:00:00,00:25:00,"9,47","9,47"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0700,668-00 - PAINEL ELÉTRICO E DE COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,10:40:00,11:05:00,00:25:00,"9,47","9,47"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0692,848-009 - CATE DE SAÍDA,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,5/20/2025,5/20/2025,11:00:00,12:30:00,01:30:00,"27,27","27,27"
Travamento inesperado,Manutenção corretiva,CORRETIVA-05-25-0706,892-LAB-02 - TRAFO 120KV,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/20/2025,5/20/2025,14:00:00,14:20:00,00:20:00,"7,57","7,57"
Desalinhamento dos rolos,Manutenção corretiva,CORRETIVA-05-25-0724,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,5/21/2025,5/21/2025,15:00:00,18:00:00,03:00:00,"54,54","54,54"
Falha no motor principal,Manutenção corretiva,CORRETIVA-05-25-0731,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,5/21/2025,5/22/2025,23:00:00,02:00:00,03:00:00,"54,24","54,24"
Problema no painel elétrico,Manutenção corretiva,CORRETIVA-05-25-0722,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,5/21/2025,5/21/2025,19:00:00,20:00:00,01:00:00,"22,72","22,72"
Falha no motor principal,Manutenção corretiva,CORRETIVA-05-25-0731,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,5/21/2025,5/22/2025,23:00:00,02:00:00,03:00:00,"54,24","54,24"
Falha na unidade de injeção,Manutenção corretiva,CORRETIVA-05-25-0714,#211 - INJETORA A SECO AA #211,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,5/21/2025,5/21/2025,16:40:00,17:20:00,00:40:00,"15,15","15,15"
Travamento do molde,Manutenção corretiva,CORRETIVA-05-25-0717,#297 - INJETORA SYNCRO F13 - 2,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,5/21/2025,5/21/2025,18:20:00,19:00:00,00:40:00,"15,15","15,15"
Falha no sistema elétrico,Manutenção corretiva,CORRETIVA-05-25-0754,#327 - CORTADEIRA DOBRADEIRA DALOO KM 630-18 #327,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,5/21/2025,5/21/2025,23:00:00,23:30:00,00:30:00,0,0
Travamento mecânico,Manutenção corretiva,CORRETIVA-05-25-0726,#327 - CORTADEIRA DOBRADEIRA DALOO KM 630-18 #327,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,5/21/2025,5/21/2025,20:00:00,20:30:00,00:30:00,"11,36","11,36"
Travamento mecânico,Manutenção corretiva,CORRETIVA-05-25-0711,#331 - CORTADEIRA TUBULAR SPAMA TC-610 #331,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,5/21/2025,5/21/2025,15:40:00,16:10:00,00:30:00,"11,36","11,36"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-05-25-0836,#446 - PRENSA ROSENDAHL NEXTROM Ø120/24D #446,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,5/21/2025,5/21/2025,10:50:00,12:10:00,01:20:00,"30,29","30,29"
Travamento inesperado,Manutenção corretiva,CORRETIVA-05-25-0755,#475 - POLITRIZ CV LINE BB #475,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,5/21/2025,5/22/2025,23:45:00,00:20:00,00:35:00,0,0
Falha elétrica,Manutenção corretiva,CORRETIVA-05-25-0719,#584 - FRESADORA FLECHTMASCHINEN KAPELMASCHINEN,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,5/21/2025,5/21/2025,18:30:00,19:00:00,00:30:00,"9,09","9,09"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-05-25-0718,#660 - FRACIONADORA #660,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,5/21/2025,5/21/2025,17:30:00,18:20:00,00:50:00,"18,93","18,93"
